URL: /
Timestamp: Fri Mar 03 2023 21:52:45 GMT-0800 (Pacific Standard Time)

URL: /
Timestamp: Fri Mar 03 2023 22:03:37 GMT-0800 (Pacific Standard Time)

URL: /
Timestamp: Fri Mar 03 2023 22:14:44 GMT-0800 (Pacific Standard Time)

URL: /
Timestamp: Fri Mar 03 2023 22:23:10 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Fri Mar 03 2023 22:23:10 GMT-0800 (Pacific Standard Time)

URL: /documentation
Timestamp: Fri Mar 03 2023 22:23:25 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Fri Mar 03 2023 22:23:25 GMT-0800 (Pacific Standard Time)

URL: /documentation
Timestamp: Fri Mar 03 2023 22:26:23 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Fri Mar 03 2023 22:26:23 GMT-0800 (Pacific Standard Time)

URL: /
::1 - - [05/Apr/2023:05:17:53 +0000] "DELETE /users/2/Snatch HTTP/1.1" 200 66 "-" "PostmanRuntime/7.31.3"
::1 - - [05/Apr/2023:05:27:52 +0000] "DELETE /users/2 HTTP/1.1" 200 119 "-" "PostmanRuntime/7.31.3"
::1 - - [05/Apr/2023:05:30:39 +0000] "DELETE /users/2 HTTP/1.1" 400 12 "-" "PostmanRuntime/7.31.3"
::1 - - [05/Apr/2023:05:33:28 +0000] "DELETE /users/2 HTTP/1.1" 400 12 "-" "PostmanRuntime/7.31.3"
::1 - - [05/Apr/2023:05:33:47 +0000] "DELETE /users/1 HTTP/1.1" 200 2 "-" "PostmanRuntime/7.31.3"
::1 - - [05/Apr/2023:05:34:26 +0000] "DELETE /users/1 HTTP/1.1" 400 12 "-" "PostmanRuntime/7.31.3"
::1 - - [05/Apr/2023:05:34:33 +0000] "DELETE /users/2 HTTP/1.1" 400 12 "-" "PostmanRuntime/7.31.3"
::1 - - [05/Apr/2023:05:34:37 +0000] "DELETE /users/3 HTTP/1.1" 400 12 "-" "PostmanRuntime/7.31.3"
::1 - - [05/Apr/2023:05:36:08 +0000] "DELETE /users/2 HTTP/1.1" 200 22 "-" "PostmanRuntime/7.31.3"
::1 - - [05/Apr/2023:05:42:02 +0000] "DELETE /users/2/Snatch HTTP/1.1" 200 66 "-" "PostmanRuntime/7.31.3"
::1 - - [13/Apr/2023:02:16:38 +0000] "GET / HTTP/1.1" 200 18 "-" "PostmanRuntime/7.31.3"
::1 - - [13/Apr/2023:02:27:05 +0000] "GET /movies HTTP/1.1" 500 80 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:02:27:52 +0000] "GET /users HTTP/1.1" 500 80 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:02:35:58 +0000] "GET /users HTTP/1.1" 500 80 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:03:08:29 +0000] "GET /movies HTTP/1.1" 500 81 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:04:49:54 +0000] "GET /movies HTTP/1.1" 500 81 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:05:12:27 +0000] "GET / HTTP/1.1" 200 18 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:05:20:38 +0000] "GET /movies HTTP/1.1" 500 81 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:05:45:32 +0000] "GET / HTTP/1.1" 200 18 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:05:45:38 +0000] "GET /movies HTTP/1.1" 201 2 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:05:45:55 +0000] "GET /users HTTP/1.1" 201 2 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:05:46:55 +0000] "GET /movies HTTP/1.1" 201 10561 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:05:52:56 +0000] "GET /secreturl HTTP/1.1" 200 51 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:00:54 +0000] "GET /movies HTTP/1.1" 201 10561 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:08:12 +0000] "GET /movies/Snatch HTTP/1.1" 404 152 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:10:36 +0000] "GET /movies/Amadeus HTTP/1.1" 404 153 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:12:11 +0000] "GET /movies/Amadeus HTTP/1.1" 200 1016 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:12:34 +0000] "GET /movies/Snatch HTTP/1.1" 200 825 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:15:11 +0000] "GET /movies HTTP/1.1" 201 10561 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:19:54 +0000] "GET /movies/genre/Heist HTTP/1.1" 200 165 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:24:13 +0000] "GET /users HTTP/1.1" 201 927 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:29:10 +0000] "POST /users HTTP/1.1" 201 181 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:30:34 +0000] "GET /movies HTTP/1.1" 201 10561 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:31:33 +0000] "POST /users HTTP/1.1" 400 24 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:33:32 +0000] "GET /users HTTP/1.1" 201 1109 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:48:11 +0000] "GET /movies/director/Peter%20Jackson HTTP/1.1" 200 1250 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:50:51 +0000] "GET /movies/director/Peter%20Jackson HTTP/1.1" 200 367 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:06:55:47 +0000] "GET /users HTTP/1.1" 201 1109 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:07:02:36 +0000] "PUT /users/bryantortega HTTP/1.1" 500 16 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:07:03:56 +0000] "PUT /users/bryantortega HTTP/1.1" 500 16 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:09:54 +0000] "GET /users HTTP/1.1" 201 1109 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:11:02 +0000] "GET /movies HTTP/1.1" 201 10561 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:12:12 +0000] "POST /users/bryantortega/movies/64338c560bd317ad36c628e4 HTTP/1.1" 500 16 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:20:08 +0000] "POST /users/bryantortega/movies/64338c560bd317ad36c628e4 HTTP/1.1" 500 16 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:22:30 +0000] "DELETE /users HTTP/1.1" 404 147 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:24:45 +0000] "DELETE /users HTTP/1.1" 404 147 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:28:17 +0000] "DELETE /users HTTP/1.1" 404 147 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:28:36 +0000] "GET /movies HTTP/1.1" 201 10561 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:28:46 +0000] "GET /users HTTP/1.1" 201 1109 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:29:14 +0000] "DELETE /users/bryantortega/643389a17461001bc5801dbf HTTP/1.1" 404 185 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:30:11 +0000] "DELETE /users/bryantortega/movies/643389a17461001bc5801dbf HTTP/1.1" 500 16 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:36:27 +0000] "DELETE /users/bryantortega/movies/643389a17461001bc5801dbf HTTP/1.1" 500 16 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:37:44 +0000] "GET /users HTTP/1.1" 201 1109 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:38:09 +0000] "DELETE /users/randomgirl HTTP/1.1" 200 23 "-" "PostmanRuntime/7.32.2"
